accept.prob price revenue
0.0000000 100000.000   40.000
0.0101010  15000.000  207.000
0.0202020  12500.000  258.585
0.0303030  10000.000  310.170
0.0404040   8942.311  356.986
0.0505051   7884.622  403.803
0.0606061   7472.533  442.940
0.0707071   7060.444  482.078
0.0808081   6648.355  521.215
0.0909091   6236.266  560.353
0.1010101   5824.178  599.490
0.1111111   5412.089  638.627
0.1212121   5000.000  677.765
0.1313131   4857.143  710.847
0.1414141   4714.286  743.930
0.1515152   4571.429  777.013
0.1616162   4428.571  810.095
0.1717172   4285.714  843.178
0.1818182   4142.857  876.260
0.1919192   4000.000  909.343
0.2020202   3928.571  925.155
0.2121212   3857.143  940.968
0.2222222   3785.714  956.780
0.2323232   3714.286  972.592
0.2424242   3642.857  988.404
0.2525253   3571.429 1004.217
0.2626263   3500.000 1020.029
0.2727273   3428.571 1035.841
0.2828283   3357.143 1051.653
0.2929293   3285.714 1067.466
0.3030303   3214.286 1083.278
0.3131313   3142.857 1099.090
0.3232323   3071.429 1114.902
0.3333333   3000.000 1130.715
0.3434343   2944.444 1143.141
0.3535354   2888.889 1155.567
0.3636364   2833.333 1167.994
0.3737374   2777.778 1180.420
0.3838384   2722.222 1192.846
0.3939394   2666.667 1205.273
0.4040404   2611.111 1217.699
0.4141414   2555.556 1230.125
0.4242424   2500.000 1242.552
0.4343434   2458.333 1248.982
0.4444444   2416.667 1255.412
0.4545455   2375.000 1261.842
0.4646465   2333.333 1268.273
0.4747475   2291.667 1274.703
0.4848485   2250.000 1281.133
0.4949495   2208.333 1287.563
0.5050505   2166.667 1293.993
0.5151515   2125.000 1300.424
0.5252525   2083.333 1306.854
0.5353535   2041.667 1313.284
0.5454545   2000.000 1319.714
0.5555556   1961.905 1319.734
0.5656566   1923.810 1319.754
0.5757576   1885.714 1319.773
0.5858586   1847.619 1319.793
0.5959596   1809.524 1319.813
0.6060606   1771.429 1319.832
0.6161616   1733.333 1319.852
0.6262626   1695.238 1319.872
0.6363636   1657.143 1319.891
0.6464646   1619.048 1319.911
0.6565657   1580.952 1319.931
0.6666667   1542.857 1319.951
0.6767677   1504.762 1319.970
0.6868687   1466.667 1319.990
0.6969697   1428.571 1320.010
0.7070707   1390.476 1320.029
0.7171717   1352.381 1320.049
0.7272727   1314.286 1320.069
0.7373737   1276.190 1320.088
0.7474747   1238.095 1320.108
0.7575758   1200.000 1320.128
0.7676768   1200.000 1320.128
0.7777778   1200.000 1320.128
0.7878788   1174.715 1315.331
0.7979798   1139.772 1309.833
0.8080808   1104.829 1304.335
0.8181818   1069.886 1298.837
0.8282828   1034.943 1293.339
0.8383838   1000.000 1287.841
0.8484848    966.333 1279.944
0.8585859    924.750 1269.900
0.8686869    883.167 1259.856
0.8787879    841.583 1249.812
0.8888889    800.000 1239.767
0.8989899    749.956 1224.876
0.9090909    701.242 1208.782
0.9191919    652.529 1192.688
0.9292929    603.815 1176.594
0.9393939    555.101 1160.500
0.9494949    506.388 1144.407
0.9595960    457.674 1128.313
0.9696970    408.960 1112.219
0.9797980    360.246 1096.125
0.9898990    311.533 1080.031
1.0000000    250.000 1056.733
