0,0,0,0,0,3428.5
0,0,0,0,0,994.62
0,0,0,0,0,2542.9
0,0,0,0,0,2187.1
0,0,0,0,0,1971.5
0,0,0,0,0,2520.9
0,0,0,0,0,3803.5
0,0,0,0,0,2656.6
0,0,0,0,0,1218.2
0,0,0,0,0,4463.6
0,0,0,0,0,3769.1
0,0,0,0,0,2969.1
0,0,0,0,0,1970.1
0,0,0,0,0,2045.8
0,0,0,0,0,1947
0,0,0,0,0,3430.9
0,3138.6,0,0,0,0
0,0,0,0,0,1576.8
0,0,0,0,0,1234.3
0,0,0,0,0,2918.6
0,0,0,0,0,3195.1
0,0,0,0,0,2646.6
0,0,0,0,0,3865.3
0,0,0,0,0,2450.1
0,0,0,0,0,2518.6
0,0,0,0,0,1460.4
0,0,0,0,0,3477.8
0,0,0,0,0,3073.2
0,0,0,0,0,1958.3
0,0,0,0,0,1299.1
0,0,0,0,0,1594.9
0,0,0,0,0,2951.8
4454.7,0,0,0,0,1878.4
6954.4,0,0,0,0,3300.4
0,0,0,0,0,1913.1
0,0,0,0,0,2434.2
0,0,0,0,0,1723.7
0,0,0,0,0,2100.5
0,0,0,0,0,2207.8
0,0,0,0,0,2431.8
0,0,0,0,0,3969.7
0,0,0,0,0,3013.2
0,4028.9,0,0,0,0
0,0,0,0,0,2751.2
0,0,0,0,0,2365.6
0,0,0,0,0,1991.9
0,0,0,0,0,2606.1
0,2718.3,0,0,0,1914.7
0,0,0,0,0,1702
0,0,0,0,0,2663.6
0,0,0,0,0,2663.2
0,0,0,0,0,3741.6
0,0,0,0,0,1914.2
0,0,0,0,0,2699.7
0,3884.4,0,0,0,0
0,0,0,0,0,1878.7
0,2125.4,0,0,0,2525.3
0,0,0,0,0,1636.8
0,0,0,0,0,1462.7
0,0,0,0,0,4101
0,0,0,0,0,3422.3
0,0,0,0,0,1698.7
0,0,0,0,0,3452.5
0,0,0,0,0,3751.7
0,0,0,0,0,1868.8
0,0,0,0,0,2226.2
0,0,0,0,0,2718.2
0,0,0,0,0,1850.4
0,0,0,0,0,2166.1
0,0,0,0,0,1521.2
0,0,0,0,0,2626.6
0,0,0,0,0,2406.9
0,1750.8,0,0,0,1932.9
0,0,0,0,0,3404.6
0,0,0,0,0,1814.5
0,0,0,0,0,1805.6
0,0,0,0,0,4331.9
0,0,0,0,0,5155.9
0,0,0,0,0,2402.9
0,0,0,0,0,2951.3
0,0,0,0,0,1079.6
0,0,0,0,0,1651.4
0,0,0,0,0,2039.8
0,0,0,0,0,2420.9
0,0,0,0,0,1132.2
0,0,0,0,0,2438.8
0,0,0,0,0,1927.6
0,0,0,0,0,3009.9
5958.2,0,0,0,0,2364.3
0,0,0,0,0,3543.4
0,0,0,0,0,2808.5
0,0,0,0,0,3597.4
0,0,0,0,0,6115.8
0,0,0,0,0,2320.7
0,0,0,0,0,2347.9
0,0,0,0,0,2528.2
5634.1,0,0,0,0,0
0,0,0,0,0,2280.6
0,0,0,0,0,1672.1
0,0,0,0,0,2300.5
0,0,0,0,0,1850.7
0,0,0,0,0,2964.7
0,0,0,0,0,1155.2
0,0,0,0,0,1479
0,0,0,0,0,2419.3
0,0,0,0,0,1677.7
0,0,0,0,0,998.43
0,0,0,0,0,1191.6
0,0,0,0,0,2919.8
0,0,0,0,0,2760.4
0,0,0,0,0,2259.8
0,0,0,0,0,2569.5
0,0,0,0,0,2179.7
0,0,0,0,0,1457.5
0,0,0,0,0,4739.2
0,0,0,0,0,2557.7
0,0,0,0,2494.6,0
0,2590,0,0,0,1297.6
0,0,0,0,0,1660.7
0,0,0,0,0,1755.5
0,0,0,0,0,2039.6
0,0,0,0,0,1861
0,0,0,0,0,1075
0,0,0,0,0,3555.5
0,0,0,0,0,3764.7
0,0,0,0,0,4655.3
0,0,0,0,0,2542.3
0,0,0,0,0,2850
0,0,0,0,0,1383.3
0,0,0,0,0,1214.6
0,0,0,0,0,1904.2
0,0,0,0,0,1294
