0,0,0,0,0,0,414.26,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1008.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,196.28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,882.17,0,0,0,0,0,0,0,0
0,0,0,0,0,0,634.51,0,0,0,0,0,0,0,0,0,0
0,0,0,2259.4,0,0,1318.4,2918.2,0,2171.7,0,0,0,0,0,0,0
0,0,0,0,0,0,622.52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,295.85,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2818.3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3761.2,0,0,0,0,0,0,5218.6,3966.2
0,0,0,0,0,0,0,0,0,0,0,0,5915,0,0,0,0
0,0,0,0,0,0,1349.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,323.38,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,405.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,211.07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,736.99,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,381.57,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,435.39,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,193.04,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,234.95,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,630.09,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,682.67,0,0,0,0,0,0,0,0,0,0
0,5935.4,0,0,0,2499.5,2077.1,0,0,0,2664.6,0,0,0,0,0,0
0,0,0,0,0,0,783.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,214.84,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,0,0
0,0,0,0,0,0,334.96,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,390.76,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,495.27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,309.95,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,381.01,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2665.9,0,0,0
0,0,0,0,0,0,204.48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,268.87,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,373.54,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,375.78,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1923.1,0,0,0,0
0,0,0,0,0,0,425.96,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1323.9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3082.8,0,0,0,0
0,0,0,0,0,0,410.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,338.28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,290.21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,553.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,760.48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,703.47,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,471.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,494.07,0,0,0,0,0,0,0,0,0,0
0,4875.5,0,0,0,2232.6,1755.1,0,0,0,3079.8,0,0,0,0,0,0
0,0,0,0,0,0,497.15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,993.72,0,0,0
0,0,0,0,0,0,0,0,1897.1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,597.07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1173.3,0,0,0
0,0,0,0,0,0,302.53,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1632.9,0,0,0,0,0,0,0,0
0,3225.4,0,0,0,1762.3,882.89,0,0,0,1228.3,0,0,0,0,0,0
0,0,0,0,0,0,82.868,0,0,0,0,0,0,0,0,0,0
0,0,0,1228,0,0,719.26,1584.9,0,863.69,0,0,0,0,0,0,0
0,854.16,0,0,0,386.87,299.84,0,0,0,244.4,0,0,0,0,0,0
0,0,0,0,0,0,675.85,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,335.31,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,296.9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,954.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,215.48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,0
0,2398.4,0,0,0,698.03,744.38,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,317.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2636.1,0,0,0
0,0,0,0,0,0,124.54,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1311.1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1318.4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1012.8,0,0,0
0,0,0,0,0,0,530.03,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2599.2,0,0,0
0,6295.4,0,0,0,2898.1,2014.4,0,0,0,3901,0,0,0,0,0,0
0,0,0,0,0,0,372.05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1313.8,0,0,0,0
0,0,0,0,0,0,113.39,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,462.79,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,420.87,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1647.6,0,0,0
0,0,0,0,0,0,732.66,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,478.32,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,491.22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1872.4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,291.7,0,0,0,0,0,0,0,0,0,0
0,0,0,2035.7,0,0,1188.7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,391.3,0,0,0,0,0,0,0,0,0,0
0,0,0,988.97,0,0,579.04,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,468.53,0,0,0,0,0,0,0,0,0,0
0,3226,0,0,0,1044.1,1001.4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054.3,0,0
0,0,0,0,0,0,504.16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,288.6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,879.52
0,0,0,0,0,0,0,0,0,0,0,0,0,740.64,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2871.6,0,0,0,0
