accept.prob price revenue
0.0000000 9970.8060   1.99416
0.0101010 3902.9841  39.94934
0.0202020 2928.8450  60.37791
0.0303030 2506.1162  78.96668
0.0404040 2179.9639  93.15620
0.0505051 1950.0514 106.32837
0.0606061 1787.3036 117.29614
0.0707071 1624.5557 128.26391
0.0808081 1521.6999 137.31397
0.0909091 1418.8441 146.36403
0.1010101 1315.9882 155.41409
0.1111111 1250.9348 164.32229
0.1212121 1194.5115 172.39390
0.1313131 1138.0882 180.46550
0.1414141 1091.7223 187.99550
0.1515152 1053.2768 194.98982
0.1616162 1014.8313 201.98413
0.1717172  976.3859 208.97844
0.1818182  948.1057 215.40018
0.1919192  919.8254 221.82192
0.2020202  891.5452 228.24367
0.2121212  863.2650 234.66541
0.2222222  848.5496 240.98824
0.2323232  827.5062 246.42247
0.2424242  806.4627 251.85670
0.2525253  785.4193 257.29093
0.2626263  764.3759 262.72515
0.2727273  747.9878 267.90558
0.2828283  731.5997 273.08601
0.2929293  715.2115 278.26644
0.3030303  700.7667 282.96195
0.3131313  686.3219 287.65746
0.3232323  671.8771 292.35297
0.3333333  657.4323 297.04848
0.3434343  644.1486 301.39919
0.3535354  630.8648 305.74990
0.3636364  617.7012 309.82106
0.3737374  604.5376 313.89221
0.3838384  593.6215 317.74806
0.3939394  582.7053 321.60391
0.4040404  571.7892 325.45976
0.4141414  560.8730 329.31561
0.4242424  549.9569 333.17145
0.4343434  539.0407 337.02730
0.4444444  530.5182 340.83920
0.4545455  521.9956 344.65109
0.4646465  514.2250 348.41534
0.4747475  504.4729 351.52424
0.4848485  494.7208 354.63315
0.4949495  484.9688 357.74205
0.5050505  475.2167 360.85096
0.5151515  465.4646 363.95987
0.5252525  455.7125 367.06877
0.5353535  445.9604 370.17768
0.5454545  437.0112 373.02875
0.5555556  428.0619 375.87982
0.5656566  419.1126 378.73088
0.5757576  410.4419 381.52175
0.5858586  401.9409 384.18763
0.5959596  393.4398 386.85351
0.6060606  384.3016 389.30641
0.6161616  374.9061 391.74262
0.6262626  365.6752 394.07344
0.6363636  356.4444 396.40427
0.6464646  347.2136 398.73509
0.6565657  337.9827 401.06592
0.6666667  329.3750 403.35887
0.6767677  320.7673 405.65182
0.6868687  312.2347 407.86314
0.6969697  303.7021 410.07447
0.7070707  295.2317 412.15706
0.7171717  286.7613 414.23964
0.7272727  278.2908 416.32223
0.7373737  269.6576 418.31586
0.7474747  261.6899 420.26870
0.7575758  254.2408 422.20461
0.7676768  246.7916 424.14052
0.7777778  238.7201 425.97557
0.7878788  230.3669 427.67276
0.7979798  222.0137 429.36995
0.8080808  214.1808 430.98597
0.8181818  206.3478 432.60198
0.8282828  199.1378 434.14311
0.8383838  192.2355 435.61676
0.8484848  185.3331 437.09042
0.8585859  177.9749 438.45342
0.8686869  170.2594 439.67821
0.8787879  162.5440 440.90300
0.8888889  154.1017 441.96172
0.8989899  145.6593 443.02043
0.9090909  136.6260 443.94790
0.9191919  124.1043 444.67118
0.9292929  111.5825 445.39447
0.9393939   99.9201 446.11664
0.9494949   89.1161 446.78947
0.9595960   74.1981 447.30324
0.9696970   59.2420 447.70864
0.9797980   43.8775 448.06739
0.9898990   28.7607 448.31774
1.0000000    7.7580 448.39052
